18,-7,-28
-17,-3,-14
-28,-24,-14
-21,21,-25
4,-56,35
25,25,-21
39,-21,14
11,0,-14
14,11,-14
53,-17,46
-31,-14,-21
-7,4,8
56,-38,49
-52,35,14
-59,-52,21
49,14,-7
-45,-7,-10
60,-45,28
7,-10,11
53,7,11
49,-49,-35
-56,7,-14
-10,-10,14
25,49,-7
-17,-21,21
-63,0,-7
21,39,-21
-10,42,-24
27,-1,-21
-23,0,-16
14,14,-10
-21,14,-10
28,-35,-3
39,-21,-14
-38,-24,-17
7,-87,0
-28,-45,-28
14,-45,-14
25,-10,67
10,6,2
-8,8,2
32,26,-8
-40,20,-12
-30,54,-4
-10,26,32
10,28,34
54,-38,-6
-58,-36,-16
44,18,24
40,36,16
-46,6,38
42,-90,-6
-40,-90,-8
-6,10,2
40,26,-14
36,-96,-4
-36,-92,-4
-52,10,22
-54,-2,32
-18,-12,-16
-12,6,0
-30,-64,-10
-24,-50,-12
34,-60,-14
42,-90,-4
-20,-98,-10
2,50,-12
-8,34,-22
-36,34,-18
-26,26,44
-22,-18,-22
22,-16,-24
22,0,-20
-60,-30,8
14,-54,12
34,-96,-4
-34,-94,-4
-10,10,-6
10,12,-2
-8,36,-12
32,-96,-2
-32,-98,-2
-51,-30,54
48,-27,45
-27,-72,-21
21,-54,-21
-6,-96,21
-57,12,-3
18,6,72
3,33,30
0,51,-6
9,57,36
45,36,30
54,24,-9
-45,51,-9
-57,18,-3
27,0,-21
33,3,0
3,-18,9
30,-6,-21
27,6,9
24,-3,3
3,-15,-21
16,14,-8
-24,12,-12
-2,54,14
14,-18,-16
10,18,8
-22,26,8
42,2,6
-30,-30,14
54,-24,6
60,4,-12
-60,-6,-4
56,-40,26
-54,-40,20
6,-32,60
62,-34,28
34,-18,48
-6,-26,46
42,-72,-46
-38,-30,38
-14,-28,12
39,16,33
51,16,45
40,6,44
41,19,9
-36,-57,50
9,42,-12
9,66,6
12,36,-18
3,15,-12
-39,42,-15
-9,-33,45
-9,-42,45
-27,18,-15
-6,18,-12
-27,-3,-27
33,-6,-33
9,42,-12
9,66,6
12,36,-18
3,15,-12
-39,42,-15
-9,-33,45
-9,-42,45
42,27,0
51,24,0
45,36,-9
0,48,21
51,21,-3
0,42,-18
-42,36,-18
-3,54,-9
-3,-54,15
36,27,-9
-3,21,42
3,33,36
-6,12,51
9,39,-18
-42,42,-15
18,39,-9
3,27,-12
24,36,-6
-3,21,39
6,27,33
9,21,39
-6,3,0
21,0,18
15,18,3
21,0,-3
33,3,6
0,-15,48
-30,42,-9
-33,21,-18
39,24,-12
-2,42,8
0,44,36
2,44,12
2,46,16
2,46,20
6,46,20
36,24,-12
40,22,-12
32,22,-14
46,22,-6
50,22,-4
36,28,-2
-10,16,-18
-12,10,-16
-14,14,-16
20,12,-18
22,20,-10
12,20,-10
-22,24,54
-22,30,50
-18,26,50
-28,32,44
-26,30,44
-26,26,38
-30,51,0
30,54,-3
36,12,54
-51,-48,57
45,-48,45
3,-66,48
-30,33,-15
30,33,-15
-6,45,-15
-21,-6,-27
24,0,-27
-3,57,30
54,36,9
-39,18,-24
48,-6,54
-18,-51,-9
21,-54,-6
-48,-81,12
54,-66,6
-42,-42,-24
42,-45,-21
-12,-84,33
12,-84,24
0,-84,12
-21,-72,-3
24,-60,12
-12,9,-9
9,6,-9
-3,-24,-24
6,-24,-9
-27,21,-6
33,24,3
-6,27,39
9,18,39
3,6,27
-3,-18,27
3,-3,30
-27,-6,48
30,-6,54
-9,15,45
-27,-12,57
-9,-18,9
-15,-66,54
39,-81,12
-33,-54,-33
33,-69,-27
4,-72,34
40,-40,44
32,4,64
62,-46,-8
-24,6,62
-52,-56,-14
48,-62,6
-42,-78,0
6,40,-22
12,58,2
-2,68,-2
10,64,0
0,44,-10
-2,62,-2
-18,32,34
-14,40,6
-26,20,44
-24,24,52
-18,46,10
0,68,-2
12,60,0
8,68,0
-6,72,-4
4,52,-10
0,48,-8
-8,18,-6
0,38,-12
0,42,-6
-18,18,0
50,-76,-2
34,-92,-6
40,-82,8
54,-72,10
48,-74,6
40,-84,-2
50,-76,-2
36,-84,16
40,-82,6
4,-80,16
12,-86,10
34,28,-6
0,48,-8
-8,16,-6
14,-16,-2
-16,16,2
-18,-62,48
-26,-50,48
-10,-64,60
-20,-54,34
-20,-90,24
-26,-82,36
-26,-68,24
-28,-70,20
-34,-86,24
-60,-45,9
-48,-42,3
54,-48,27
51,-21,-6
-36,21,-24
-51,24,-6
0,51,18
-6,60,15
3,54,30
-9,27,60
-18,54,39
-18,45,42
3,36,9
0,-18,39
54,0,-36
4,48,26
2,52,30
4,50,12
-2,-2,4
54,-42,34
54,-50,46
0,58,-6
-34,56,-14
-2,42,8
0,-36,26
-20,12,-12
-16,6,-18
-52,-64,20
-30,-78,44
-26,32,48
-18,28,58
8,18,-4
6,40,38
4,52,28
6,50,48
-4,-2,2
2,-12,10
4,-90,-4
-10,-84,-38
-22,-78,-20
66,-32,-4
-2,40,8
0,48,-14
0,58,-4
-52,42,-4
-22,32,44
-16,54,34
-14,20,54
-20,12,-12
-10,16,-6
8,18,-4
20,12,-10
-44,-78,34
-46,-66,24
-18,-54,68
-46,-56,58
-76,32,44
32,-62,36
-6,-46,30
6,-46,68
-14,50,-2
-46,-74,32
-40,-60,40
-44,-66,18
26,28,38
-56,-54,46
-50,-54,56
