MNIX,MNIY,MNIZ,BA,TALX,TALY,TALZ
-73,-107,-53,Outside defined BAs,-71,-108,-42
-73,-107,-47,Outside defined BAs,-71,-107,-36
-73,-107,-41,Outside defined BAs,-71,-107,-31
-73,-107,-35,Outside defined BAs,-71,-106,-26
-73,-107,-29,Outside defined BAs,-71,-106,-20
-73,-107,-23,Outside defined BAs,-71,-105,-15
-73,-107,-17,Outside defined BAs,-71,-105,-9
-73,-107,-11,Outside defined BAs,-71,-104,-4
-73,-107,-5,Outside defined BAs,-71,-104,0
-73,-107,1,Outside defined BAs,-71,-104,6
-73,-107,7,Outside defined BAs,-71,-103,11
-73,-107,13,Outside defined BAs,-71,-103,16
-73,-107,19,Outside defined BAs,-71,-102,21
-73,-107,25,Outside defined BAs,-71,-102,26
-73,-107,31,Outside defined BAs,-71,-101,31
-73,-107,37,Outside defined BAs,-71,-101,36
-73,-107,43,Outside defined BAs,-71,-100,41
-73,-107,49,Outside defined BAs,-71,-100,47
-73,-107,55,Outside defined BAs,-71,-100,52
-73,-107,61,Outside defined BAs,-71,-99,57
-73,-107,67,Outside defined BAs,-71,-99,62
-73,-101,-53,Outside defined BAs,-71,-102,-42
-73,-101,-47,Outside defined BAs,-71,-101,-37
-73,-101,-41,Outside defined BAs,-71,-101,-31
-73,-101,-35,Outside defined BAs,-71,-101,-26
-73,-101,-29,Outside defined BAs,-71,-100,-20
-73,-101,-23,Outside defined BAs,-71,-100,-15
-73,-101,-17,Outside defined BAs,-71,-99,-9
-73,-101,-11,Outside defined BAs,-71,-99,-4
-73,-101,-5,Outside defined BAs,-71,-98,0
-73,-101,1,Outside defined BAs,-71,-98,5
-73,-101,7,Outside defined BAs,-71,-98,11
-73,-101,13,Outside defined BAs,-71,-97,16
-73,-101,19,Outside defined BAs,-71,-97,21
-73,-101,25,Outside defined BAs,-71,-96,26
-73,-101,31,Outside defined BAs,-71,-96,31
-73,-101,37,Outside defined BAs,-71,-95,36
-73,-101,43,Outside defined BAs,-71,-95,41
-73,-101,49,Outside defined BAs,-71,-94,46
-73,-101,55,Outside defined BAs,-71,-94,52
-73,-101,61,Outside defined BAs,-71,-93,57
-73,-101,67,Outside defined BAs,-71,-93,62
-73,-95,-53,Outside defined BAs,-71,-96,-42
-73,-95,-47,Outside defined BAs,-72,-96,-37
-73,-95,-41,Outside defined BAs,-72,-96,-31
-73,-95,-35,Outside defined BAs,-72,-95,-26
-73,-95,-29,Outside defined BAs,-72,-95,-20
-73,-95,-23,Outside defined BAs,-72,-94,-15
-73,-95,-17,Outside defined BAs,-72,-94,-10
-73,-95,-11,Outside defined BAs,-72,-93,-4
-73,-95,-5,Outside defined BAs,-72,-93,0
-73,-95,1,Outside defined BAs,-72,-92,5
-73,-95,7,Outside defined BAs,-72,-92,11
-73,-95,13,Outside defined BAs,-71,-92,16
-73,-95,19,Outside defined BAs,-71,-91,21
-73,-95,25,Outside defined BAs,-71,-91,26
-73,-95,31,Outside defined BAs,-71,-90,31
-73,-95,37,Outside defined BAs,-71,-90,36
-73,-95,43,Outside defined BAs,-71,-89,41
-73,-95,49,Outside defined BAs,-71,-89,46
-73,-95,55,Outside defined BAs,-71,-88,51
-73,-95,61,Outside defined BAs,-71,-88,56
-73,-95,67,Outside defined BAs,-71,-87,62
-73,-89,-53,Outside defined BAs,-72,-91,-42
-73,-89,-47,Outside defined BAs,-72,-90,-37
-73,-89,-41,Outside defined BAs,-72,-90,-31
-73,-89,-35,Outside defined BAs,-72,-90,-26
-73,-89,-29,Outside defined BAs,-72,-89,-21
-73,-89,-23,Outside defined BAs,-72,-89,-15
-73,-89,-17,Outside defined BAs,-72,-88,-10
-73,-89,-11,Outside defined BAs,-72,-88,-4
-73,-89,-5,Outside defined BAs,-72,-87,0
-73,-89,1,Outside defined BAs,-72,-87,5
-73,-89,7,Outside defined BAs,-72,-86,10
-73,-89,13,Outside defined BAs,-72,-86,16
-73,-89,19,Outside defined BAs,-72,-86,21
-73,-89,25,Outside defined BAs,-72,-85,26
-73,-89,31,Outside defined BAs,-72,-85,31
-73,-89,37,Outside defined BAs,-72,-84,36
-73,-89,43,Outside defined BAs,-71,-84,41
-73,-89,49,Outside defined BAs,-71,-83,46
-73,-89,55,Outside defined BAs,-71,-83,51
-73,-89,61,Outside defined BAs,-71,-82,56
-73,-89,67,Outside defined BAs,-71,-82,61
-73,-83,-53,Outside defined BAs,-72,-85,-42
-73,-83,-47,Outside defined BAs,-72,-85,-37
-73,-83,-41,Outside defined BAs,-72,-84,-32
-73,-83,-35,Outside defined BAs,-72,-84,-26
-73,-83,-29,Outside defined BAs,-72,-84,-21
-73,-83,-23,Outside defined BAs,-72,-83,-15
-73,-83,-17,Outside defined BAs,-72,-83,-10
-73,-83,-11,Outside defined BAs,-72,-82,-4
-73,-83,-5,Outside defined BAs,-72,-82,0
-73,-83,1,Outside defined BAs,-72,-81,5
-73,-83,7,Outside defined BAs,-72,-81,10
-73,-83,13,Outside defined BAs,-72,-81,16
-73,-83,19,Outside defined BAs,-72,-80,21
-73,-83,25,Outside defined BAs,-72,-80,26
-73,-83,31,Outside defined BAs,-72,-79,31
-73,-83,37,Outside defined BAs,-72,-79,36
-73,-83,43,Outside defined BAs,-72,-78,41
-73,-83,49,Outside defined BAs,-71,-78,46
-73,-83,55,Outside defined BAs,-71,-77,51
-73,-83,61,Outside defined BAs,-71,-77,56
-73,-83,67,Outside defined BAs,-71,-76,61
-73,-77,-53,Outside defined BAs,-72,-80,-43
-73,-77,-47,Outside defined BAs,-72,-79,-37
-73,-77,-41,Outside defined BAs,-72,-79,-32
-73,-77,-35,Outside defined BAs,-72,-78,-26
-73,-77,-29,Outside defined BAs,-72,-78,-21
-73,-77,-23,Outside defined BAs,-72,-77,-15
-73,-77,-17,Outside defined BAs,-71,-77,-10
-73,-77,-11,Outside defined BAs,-71,-77,-4
-73,-77,-5,Outside defined BAs,-71,-76,0
-73,-77,1,Outside defined BAs,-72,-76,5
-73,-77,7,Outside defined BAs,-72,-75,10
-73,-77,13,Outside defined BAs,-72,-75,16
-73,-77,19,Outside defined BAs,-72,-75,21
-73,-77,25,Outside defined BAs,-72,-74,26
-73,-77,31,Outside defined BAs,-72,-74,31
-73,-77,37,Outside defined BAs,-72,-73,36
-73,-77,43,Outside defined BAs,-72,-73,41
-73,-77,49,Outside defined BAs,-72,-72,46
-73,-77,55,Outside defined BAs,-72,-71,51
-73,-77,61,Outside defined BAs,-71,-71,56
-73,-77,67,Outside defined BAs,-71,-71,61
-73,-71,-53,Outside defined BAs,-72,-74,-43
-73,-71,-47,Outside defined BAs,-72,-74,-37
-73,-71,-41,Outside defined BAs,-72,-73,-32
-73,-71,-35,Outside defined BAs,-72,-73,-26
-73,-71,-29,Outside defined BAs,-71,-72,-21
-73,-71,-23,Outside defined BAs,-71,-72,-15
-73,-71,-17,Outside defined BAs,-71,-71,-10
-73,-71,-11,Outside defined BAs,-71,-71,-4
-73,-71,-5,Outside defined BAs,-71,-70,0
-73,-71,1,Outside defined BAs,-71,-70,5
-73,-71,7,Outside defined BAs,-71,-70,10
-73,-71,13,Outside defined BAs,-72,-69,16
-73,-71,19,Outside defined BAs,-72,-69,21
-73,-71,25,Outside defined BAs,-72,-68,26
-73,-71,31,Outside defined BAs,-72,-68,31
-73,-71,37,Outside defined BAs,-72,-67,36
-73,-71,43,Outside defined BAs,-72,-67,41
-73,-71,49,Outside defined BAs,-72,-66,46
-73,-71,55,Outside defined BAs,-72,-66,51
-73,-71,61,Outside defined BAs,-72,-65,56
-73,-71,67,Outside defined BAs,-71,-65,61
-73,-65,-53,Outside defined BAs,-72,-68,-43
-73,-65,-47,Outside defined BAs,-72,-68,-37
-73,-65,-41,Outside defined BAs,-71,-67,-32
-73,-65,-35,Outside defined BAs,-71,-67,-26
-73,-65,-29,Outside defined BAs,-71,-67,-21
-73,-65,-23,Outside defined BAs,-71,-66,-15
-73,-65,-17,Outside defined BAs,-70,-66,-10
-73,-65,-11,Outside defined BAs,-70,-65,-4
-73,-65,-5,Outside defined BAs,-71,-65,0
-73,-65,1,Outside defined BAs,-71,-64,5
-73,-65,7,Outside defined BAs,-71,-64,11
-73,-65,13,Outside defined BAs,-71,-64,16
-73,-65,19,Outside defined BAs,-72,-63,21
-73,-65,25,Outside defined BAs,-72,-63,26
-73,-65,31,Outside defined BAs,-72,-62,31
-73,-65,37,Outside defined BAs,-72,-62,36
-73,-65,43,Outside defined BAs,-72,-61,41
-73,-65,49,Outside defined BAs,-72,-61,46
-73,-65,55,Outside defined BAs,-72,-60,51
-73,-65,61,Outside defined BAs,-72,-60,56
-73,-65,67,Outside defined BAs,-72,-59,61
-73,-59,-53,Outside defined BAs,-72,-63,-43
-73,-59,-47,Outside defined BAs,-71,-62,-37
-73,-59,-41,Outside defined BAs,-71,-62,-32
-73,-59,-35,Outside defined BAs,-71,-61,-26
-73,-59,-29,Outside defined BAs,-70,-61,-21
-73,-59,-23,Outside defined BAs,-70,-60,-15
-73,-59,-17,Outside defined BAs,-70,-60,-10
-73,-59,-11,Outside defined BAs,-70,-59,-4
-73,-59,-5,Outside defined BAs,-70,-59,0
-73,-59,1,Outside defined BAs,-70,-59,5
-73,-59,7,Outside defined BAs,-71,-58,11
-73,-59,13,Outside defined BAs,-71,-58,16
-73,-59,19,Outside defined BAs,-71,-57,21
-73,-59,25,Outside defined BAs,-72,-57,26
-73,-59,31,Outside defined BAs,-72,-57,31
-73,-59,37,Outside defined BAs,-72,-56,36
-73,-59,43,Outside defined BAs,-72,-56,41
-73,-59,49,Outside defined BAs,-72,-55,46
-73,-59,55,Outside defined BAs,-72,-55,51
-73,-59,61,Outside defined BAs,-72,-54,56
-73,-59,67,Outside defined BAs,-72,-54,61
-73,-53,-53,Outside defined BAs,-71,-57,-43
-73,-53,-47,Outside defined BAs,-71,-56,-37
-73,-53,-41,Outside defined BAs,-71,-56,-32
-73,-53,-35,Outside defined BAs,-70,-55,-26
-73,-53,-29,Outside defined BAs,-70,-55,-21
-73,-53,-23,Outside defined BAs,-69,-54,-15
-73,-53,-17,Outside defined BAs,-69,-54,-10
-73,-53,-11,Outside defined BAs,-69,-53,-4
-73,-53,-5,Outside defined BAs,-69,-53,0
-73,-53,1,Outside defined BAs,-70,-53,5
-73,-53,7,Outside defined BAs,-70,-52,11
-73,-53,13,Outside defined BAs,-71,-52,16
-73,-53,19,Outside defined BAs,-71,-52,21
-73,-53,25,Outside defined BAs,-71,-51,26
-73,-53,31,Outside defined BAs,-72,-51,31
-73,-53,37,Outside defined BAs,-72,-50,36
-73,-53,43,Outside defined BAs,-72,-50,41
-73,-53,49,Outside defined BAs,-72,-49,46
-73,-53,55,Outside defined BAs,-72,-49,51
-73,-53,61,Outside defined BAs,-72,-48,56
-73,-53,67,Outside defined BAs,-72,-48,61
-73,-47,-53,Outside defined BAs,-71,-51,-43
-73,-47,-47,Outside defined BAs,-71,-51,-38
-73,-47,-41,Outside defined BAs,-70,-50,-32
-73,-47,-35,Outside defined BAs,-70,-50,-26
-73,-47,-29,Outside defined BAs,-69,-49,-21
-73,-47,-23,Outside defined BAs,-69,-49,-15
-73,-47,-17,Outside defined BAs,-69,-48,-10
-73,-47,-11,Outside defined BAs,-69,-48,-4
-73,-47,-5,Outside defined BAs,-69,-47,0
-73,-47,1,Outside defined BAs,-69,-47,5
-73,-47,7,Outside defined BAs,-70,-46,10
-73,-47,13,Outside defined BAs,-70,-46,16
-73,-47,19,Outside defined BAs,-71,-46,21
-73,-47,25,Outside defined BAs,-71,-45,26
-73,-47,31,Outside defined BAs,-71,-45,31
-73,-47,37,Outside defined BAs,-72,-45,36
-73,-47,43,Outside defined BAs,-72,-44,41
-73,-47,49,Outside defined BAs,-72,-44,46
-73,-47,55,Outside defined BAs,-72,-43,51
-73,-47,61,Outside defined BAs,-72,-43,56
-73,-47,67,Outside defined BAs,-72,-42,61
-73,-41,-53,Outside defined BAs,-71,-45,-43
-73,-41,-47,Outside defined BAs,-71,-45,-38
-73,-41,-41,Outside defined BAs,-70,-44,-32
-73,-41,-35,Outside defined BAs,-69,-44,-27
-73,-41,-29,Outside defined BAs,-69,-43,-21
-73,-41,-23,Outside defined BAs,-68,-43,-16
-73,-41,-17,Outside defined BAs,-68,-42,-10
-73,-41,-11,Outside defined BAs,-68,-42,-4
-73,-41,-5,Outside defined BAs,-68,-41,0
-73,-41,1,Outside defined BAs,-69,-41,5
-73,-41,7,Outside defined BAs,-69,-41,10
-73,-41,13,Outside defined BAs,-70,-40,15
-73,-41,19,Outside defined BAs,-70,-40,20
-73,-41,25,Outside defined BAs,-71,-40,25
-73,-41,31,Outside defined BAs,-71,-39,30
-73,-41,37,Outside defined BAs,-71,-39,35
-73,-41,43,Outside defined BAs,-72,-38,40
-73,-41,49,Outside defined BAs,-72,-38,45
-73,-41,55,Outside defined BAs,-72,-37,51
-73,-41,61,Outside defined BAs,-72,-37,56
-73,-41,67,Outside defined BAs,-72,-37,61
-73,-35,-53,Outside defined BAs,-71,-39,-43
-73,-35,-47,Outside defined BAs,-70,-39,-38
-73,-35,-41,Outside defined BAs,-70,-39,-32
-73,-35,-35,Outside defined BAs,-69,-38,-27
-73,-35,-29,Outside defined BAs,-69,-37,-21
-73,-35,-23,Outside defined BAs,-68,-37,-16
-73,-35,-17,Outside defined BAs,-68,-36,-10
-73,-35,-11,Outside defined BAs,-68,-36,-5
-73,-35,-5,Outside defined BAs,-68,-36,0
-73,-35,1,Outside defined BAs,-69,-35,5
-73,-35,7,Outside defined BAs,-69,-35,10
-73,-35,13,Outside defined BAs,-70,-35,15
-73,-35,19,Outside defined BAs,-70,-34,20
-73,-35,25,Outside defined BAs,-70,-34,25
-73,-35,31,Outside defined BAs,-71,-33,30
-73,-35,37,Outside defined BAs,-71,-33,35
-73,-35,43,Outside defined BAs,-71,-33,40
-73,-35,49,Outside defined BAs,-72,-32,45
-73,-35,55,Outside defined BAs,-72,-32,50
-73,-35,61,Outside defined BAs,-72,-31,55
-73,-35,67,Outside defined BAs,-72,-31,60
-73,-29,-53,Outside defined BAs,-71,-34,-44
-73,-29,-47,Outside defined BAs,-70,-33,-38
-73,-29,-41,Outside defined BAs,-70,-33,-33
-73,-29,-35,Outside defined BAs,-69,-32,-27
-73,-29,-29,Outside defined BAs,-69,-32,-22
-73,-29,-23,Outside defined BAs,-68,-31,-16
-73,-29,-17,Outside defined BAs,-68,-31,-11
-73,-29,-11,Outside defined BAs,-68,-30,-5
-73,-29,-5,Outside defined BAs,-68,-30,0
-73,-29,1,Outside defined BAs,-69,-29,5
-73,-29,7,Outside defined BAs,-69,-29,10
-73,-29,13,Outside defined BAs,-69,-29,15
-73,-29,19,Outside defined BAs,-70,-28,20
-73,-29,25,Outside defined BAs,-70,-28,25
-73,-29,31,Outside defined BAs,-71,-28,30
-73,-29,37,Outside defined BAs,-71,-27,35
-73,-29,43,Outside defined BAs,-71,-27,40
-73,-29,49,Outside defined BAs,-72,-26,45
-73,-29,55,Outside defined BAs,-72,-26,50
-73,-29,61,Outside defined BAs,-72,-26,55
-73,-29,67,Outside defined BAs,-72,-25,60
-73,-23,-53,Outside defined BAs,-71,-28,-44
-73,-23,-47,Outside defined BAs,-70,-27,-38
-73,-23,-41,Outside defined BAs,-70,-27,-33
-73,-23,-35,Outside defined BAs,-69,-26,-27
-73,-23,-29,Outside defined BAs,-69,-26,-22
-73,-23,-23,Outside defined BAs,-69,-25,-16
-73,-23,-17,Outside defined BAs,-68,-25,-11
-73,-23,-11,Outside defined BAs,-68,-24,-5
-73,-23,-5,Outside defined BAs,-68,-24,0
-73,-23,1,Outside defined BAs,-69,-24,4
-73,-23,7,Outside defined BAs,-69,-23,10
-73,-23,13,Outside defined BAs,-69,-23,15
-73,-23,19,Outside defined BAs,-70,-23,20
-73,-23,25,Outside defined BAs,-70,-22,25
-73,-23,31,Outside defined BAs,-71,-22,30
-73,-23,37,Outside defined BAs,-71,-22,35
-73,-23,43,Outside defined BAs,-71,-21,40
-73,-23,49,Outside defined BAs,-71,-21,45
-73,-23,55,Outside defined BAs,-72,-20,50
-73,-23,61,Outside defined BAs,-72,-20,55
-73,-23,67,Outside defined BAs,-72,-19,60
-73,-17,-53,Outside defined BAs,-71,-22,-44
-73,-17,-47,Outside defined BAs,-71,-22,-39
-73,-17,-41,Outside defined BAs,-70,-21,-33
-73,-17,-35,Outside defined BAs,-70,-21,-28
-73,-17,-29,Outside defined BAs,-69,-20,-22
-73,-17,-23,Outside defined BAs,-69,-20,-17
-73,-17,-17,Outside defined BAs,-69,-19,-11
-73,-17,-11,Outside defined BAs,-69,-19,-6
-73,-17,-5,Outside defined BAs,-69,-18,0
-73,-17,1,Outside defined BAs,-69,-18,4
-73,-17,7,Outside defined BAs,-69,-18,9
-73,-17,13,Outside defined BAs,-70,-17,14
-73,-17,19,Outside defined BAs,-70,-17,20
-73,-17,25,Outside defined BAs,-70,-17,25
-73,-17,31,Outside defined BAs,-71,-16,30
-73,-17,37,Outside defined BAs,-71,-16,35
-73,-17,43,Outside defined BAs,-71,-15,40
-73,-17,49,Outside defined BAs,-71,-15,45
-73,-17,55,Outside defined BAs,-72,-15,50
-73,-17,61,Outside defined BAs,-72,-14,55
-73,-17,67,Outside defined BAs,-72,-14,60
-73,-11,-53,Outside defined BAs,-71,-17,-44
-73,-11,-47,Outside defined BAs,-71,-16,-39
-73,-11,-41,Outside defined BAs,-70,-16,-33
-73,-11,-35,Outside defined BAs,-70,-15,-28
-73,-11,-29,Outside defined BAs,-70,-15,-22
-73,-11,-23,Outside defined BAs,-69,-14,-17
-73,-11,-17,Outside defined BAs,-69,-14,-11
-73,-11,-11,Outside defined BAs,-69,-13,-6
-73,-11,-5,Outside defined BAs,-69,-13,0
-73,-11,1,Outside defined BAs,-69,-12,4
-73,-11,7,Outside defined BAs,-69,-12,9
-73,-11,13,Outside defined BAs,-70,-12,14
-73,-11,19,Outside defined BAs,-70,-11,19
-73,-11,25,Outside defined BAs,-70,-11,24
-73,-11,31,Outside defined BAs,-71,-11,30
-73,-11,37,Outside defined BAs,-71,-10,35
-73,-11,43,Outside defined BAs,-71,-10,40
-73,-11,49,Outside defined BAs,-71,-9,45
-73,-11,55,Outside defined BAs,-72,-9,50
-73,-11,61,Outside defined BAs,-72,-8,55
-73,-11,67,Outside defined BAs,-72,-8,60
-73,-5,-53,Outside defined BAs,-71,-11,-44
-73,-5,-47,Outside defined BAs,-71,-10,-39
-73,-5,-41,Outside defined BAs,-71,-10,-33
-73,-5,-35,Outside defined BAs,-70,-9,-28
-73,-5,-29,Outside defined BAs,-70,-9,-22
-73,-5,-23,Outside defined BAs,-70,-9,-17
-73,-5,-17,Outside defined BAs,-70,-8,-11
-73,-5,-11,Outside defined BAs,-69,-8,-6
-73,-5,-5,Outside defined BAs,-69,-7,0
-73,-5,1,Outside defined BAs,-70,-7,4
-73,-5,7,Outside defined BAs,-70,-7,9
-73,-5,13,Outside defined BAs,-70,-6,14
-73,-5,19,Outside defined BAs,-70,-6,19
-73,-5,25,Outside defined BAs,-70,-5,24
-73,-5,31,Outside defined BAs,-71,-5,29
-73,-5,37,Outside defined BAs,-71,-4,35
-73,-5,43,Outside defined BAs,-71,-4,40
-73,-5,49,Outside defined BAs,-71,-4,45
-73,-5,55,Outside defined BAs,-72,-3,50
-73,-5,61,Outside defined BAs,-72,-3,55
-73,-5,67,Outside defined BAs,-72,-2,60
-73,1,-53,Outside defined BAs,-71,-5,-44
-73,1,-47,Outside defined BAs,-71,-5,-39
-73,1,-41,Outside defined BAs,-71,-4,-33
-73,1,-35,Outside defined BAs,-71,-4,-28
-73,1,-29,Outside defined BAs,-70,-3,-22
-73,1,-23,Outside defined BAs,-70,-3,-17
-73,1,-17,Outside defined BAs,-70,-3,-11
-73,1,-11,Outside defined BAs,-70,-2,-6
-73,1,-5,Outside defined BAs,-70,-2,-1
-73,1,1,Outside defined BAs,-70,-1,4
-73,1,7,Outside defined BAs,-70,-1,9
-73,1,13,Outside defined BAs,-70,-1,14
-73,1,19,Outside defined BAs,-70,0,19
-73,1,25,Outside defined BAs,-70,0,24
-73,1,31,Outside defined BAs,-71,0,29
-73,1,37,Outside defined BAs,-71,0,34
-73,1,43,Outside defined BAs,-71,1,40
-73,1,49,Outside defined BAs,-71,1,45
-73,1,55,Outside defined BAs,-72,2,50
-73,1,61,Outside defined BAs,-72,2,55
-73,1,67,Outside defined BAs,-72,3,60
-73,7,-53,Outside defined BAs,-71,0,-45
-73,7,-47,Outside defined BAs,-71,0,-39
-73,7,-41,Outside defined BAs,-71,0,-34
-73,7,-35,Outside defined BAs,-71,1,-28
-73,7,-29,Outside defined BAs,-71,1,-23
-73,7,-23,Outside defined BAs,-71,2,-17
-73,7,-17,Outside defined BAs,-70,2,-12
-73,7,-11,Outside defined BAs,-70,3,-6
-73,7,-5,Outside defined BAs,-70,3,-1
-73,7,1,Outside defined BAs,-70,3,3
-73,7,7,Outside defined BAs,-70,4,9
-73,7,13,Outside defined BAs,-70,4,14
-73,7,19,Outside defined BAs,-70,5,19
-73,7,25,Outside defined BAs,-70,5,24
-73,7,31,Outside defined BAs,-71,6,29
-73,7,37,Outside defined BAs,-71,6,34
-73,7,43,Outside defined BAs,-71,7,39
-73,7,49,Outside defined BAs,-71,7,45
-73,7,55,Outside defined BAs,-72,8,50
-73,7,61,Outside defined BAs,-72,8,55
-73,7,67,Outside defined BAs,-72,9,60
-73,13,-53,Outside defined BAs,-72,5,-45
-73,13,-47,Outside defined BAs,-71,6,-39
-73,13,-41,Outside defined BAs,-71,6,-34
-73,13,-35,Outside defined BAs,-71,7,-28
-73,13,-29,Outside defined BAs,-71,7,-23
-73,13,-23,Outside defined BAs,-71,8,-17
-73,13,-17,Outside defined BAs,-71,8,-12
-73,13,-11,Outside defined BAs,-71,9,-6
-73,13,-5,Outside defined BAs,-71,9,-1
-73,13,1,Outside defined BAs,-70,10,3
-73,13,7,Outside defined BAs,-70,10,8
-73,13,13,Outside defined BAs,-70,10,14
-73,13,19,Outside defined BAs,-70,11,19
-73,13,25,Outside defined BAs,-71,11,24
-73,13,31,Outside defined BAs,-71,12,29
-73,13,37,Outside defined BAs,-71,13,34
-73,13,43,Outside defined BAs,-71,13,39
-73,13,49,Outside defined BAs,-71,14,44
-73,13,55,Outside defined BAs,-72,14,49
-73,13,61,Outside defined BAs,-72,15,54
-73,13,67,Outside defined BAs,-72,15,59
-73,19,-53,Outside defined BAs,-72,11,-45
-73,19,-47,Outside defined BAs,-72,12,-39
-73,19,-41,Outside defined BAs,-72,12,-34
-73,19,-35,Outside defined BAs,-71,13,-28
-73,19,-29,Outside defined BAs,-71,13,-23
-73,19,-23,Outside defined BAs,-71,14,-17
-73,19,-17,Outside defined BAs,-71,14,-12
-73,19,-11,Outside defined BAs,-71,15,-7
-73,19,-5,Outside defined BAs,-71,15,-1
-73,19,1,Outside defined BAs,-71,16,3
-73,19,7,Outside defined BAs,-71,16,8
-73,19,13,Outside defined BAs,-71,17,13
-73,19,19,Outside defined BAs,-71,17,19
-73,19,25,Outside defined BAs,-71,18,24
-73,19,31,Outside defined BAs,-71,18,29
-73,19,37,Outside defined BAs,-71,19,34
-73,19,43,Outside defined BAs,-71,19,39
-73,19,49,Outside defined BAs,-72,20,44
-73,19,55,Outside defined BAs,-72,20,49
-73,19,61,Outside defined BAs,-72,21,54
-73,19,67,Outside defined BAs,-72,21,59
-73,25,-53,Outside defined BAs,-72,17,-45
-73,25,-47,Outside defined BAs,-72,18,-40
-73,25,-41,Outside defined BAs,-72,18,-34
-73,25,-35,Outside defined BAs,-72,19,-29
-73,25,-29,Outside defined BAs,-72,19,-23
-73,25,-23,Outside defined BAs,-72,20,-18
-73,25,-17,Outside defined BAs,-71,20,-12
-73,25,-11,Outside defined BAs,-71,21,-7
-73,25,-5,Outside defined BAs,-71,21,-1
-73,25,1,Outside defined BAs,-71,22,3
-73,25,7,Outside defined BAs,-71,22,8
-73,25,13,Outside defined BAs,-71,23,13
-73,25,19,Outside defined BAs,-71,23,18
-73,25,25,Outside defined BAs,-71,24,24
-73,25,31,Outside defined BAs,-71,24,29
-73,25,37,Outside defined BAs,-71,25,34
-73,25,43,Outside defined BAs,-72,25,39
-73,25,49,Outside defined BAs,-72,26,44
-73,25,55,Outside defined BAs,-72,26,49
-73,25,61,Outside defined BAs,-72,27,54
-73,25,67,Outside defined BAs,-72,27,59
-73,31,-53,Outside defined BAs,-72,24,-45
-73,31,-47,Outside defined BAs,-72,24,-40
-73,31,-41,Outside defined BAs,-72,25,-34
-73,31,-35,Outside defined BAs,-72,25,-29
-73,31,-29,Outside defined BAs,-72,25,-23
-73,31,-23,Outside defined BAs,-72,26,-18
-73,31,-17,Outside defined BAs,-72,26,-12
-73,31,-11,Outside defined BAs,-72,27,-7
-73,31,-5,Outside defined BAs,-72,27,-2
-73,31,1,Outside defined BAs,-71,28,3
-73,31,7,Outside defined BAs,-71,28,8
-73,31,13,Outside defined BAs,-71,29,13
-73,31,19,Outside defined BAs,-71,29,18
-73,31,25,Outside defined BAs,-71,30,23
-73,31,31,Outside defined BAs,-72,30,28
-73,31,37,Outside defined BAs,-72,31,34
-73,31,43,Outside defined BAs,-72,31,39
-73,31,49,Outside defined BAs,-72,32,44
-73,31,55,Outside defined BAs,-72,32,49
-73,31,61,Outside defined BAs,-72,33,54
-73,31,67,Outside defined BAs,-72,33,59
-73,37,-53,Outside defined BAs,-72,30,-45
-73,37,-47,Outside defined BAs,-72,30,-40
-73,37,-41,Outside defined BAs,-72,31,-34
-73,37,-35,Outside defined BAs,-72,31,-29
-73,37,-29,Outside defined BAs,-72,32,-24
-73,37,-23,Outside defined BAs,-72,32,-18
-73,37,-17,Outside defined BAs,-72,33,-13
-73,37,-11,Outside defined BAs,-72,33,-7
-73,37,-5,Outside defined BAs,-72,34,-2
-73,37,1,Outside defined BAs,-72,34,3
-73,37,7,Outside defined BAs,-72,35,8
-73,37,13,Outside defined BAs,-72,35,13
-73,37,19,Outside defined BAs,-72,36,18
-73,37,25,Outside defined BAs,-72,36,23
-73,37,31,Outside defined BAs,-72,37,28
-73,37,37,Outside defined BAs,-72,37,33
-73,37,43,Outside defined BAs,-72,37,38
-73,37,49,Outside defined BAs,-72,38,44
-73,37,55,Outside defined BAs,-72,38,49
-73,37,61,Outside defined BAs,-72,39,54
-73,37,67,Outside defined BAs,-72,39,59
-73,43,-53,Outside defined BAs,-72,36,-45
-73,43,-47,Outside defined BAs,-72,36,-40
-73,43,-41,Outside defined BAs,-72,37,-35
-73,43,-35,Outside defined BAs,-72,37,-29
-73,43,-29,Outside defined BAs,-72,38,-24
-73,43,-23,Outside defined BAs,-72,38,-18
-73,43,-17,Outside defined BAs,-72,39,-13
-73,43,-11,Outside defined BAs,-72,39,-7
-73,43,-5,Outside defined BAs,-72,40,-2
-73,43,1,Outside defined BAs,-72,40,2
-73,43,7,Outside defined BAs,-72,41,7
-73,43,13,Outside defined BAs,-72,41,13
-73,43,19,Outside defined BAs,-72,42,18
-73,43,25,Outside defined BAs,-72,42,23
-73,43,31,Outside defined BAs,-72,43,28
-73,43,37,Outside defined BAs,-72,43,33
-73,43,43,Outside defined BAs,-72,44,38
-73,43,49,Outside defined BAs,-72,44,43
-73,43,55,Outside defined BAs,-72,45,48
-73,43,61,Outside defined BAs,-72,45,53
-73,43,67,Outside defined BAs,-72,45,59
-73,49,-53,Outside defined BAs,-72,42,-46
-73,49,-47,Outside defined BAs,-72,43,-40
-73,49,-41,Outside defined BAs,-72,43,-35
-73,49,-35,Outside defined BAs,-72,43,-29
-73,49,-29,Outside defined BAs,-72,44,-24
-73,49,-23,Outside defined BAs,-72,44,-19
-73,49,-17,Outside defined BAs,-72,45,-13
