MNIX,MNIY,MNIZ,BA,TALX,TALY,TALZ
59,-23,49,Right-PrimSensory (1),58,-20,46
59,-23,55,Outside defined BAs,59,-19,51
59,-23,61,Outside defined BAs,59,-19,56
59,-23,67,Outside defined BAs,59,-18,61
59,-17,-53,Outside defined BAs,57,-22,-43
59,-17,-47,Outside defined BAs,57,-21,-37
59,-17,-41,Outside defined BAs,56,-21,-32
59,-17,-35,Right-InfTempGyrus (20),56,-20,-26
59,-17,-29,Right-InfTempGyrus (20),56,-20,-21
59,-17,-23,Right-MedTempGyrus (21),56,-20,-15
59,-17,-17,Right-MedTempGyrus (21),55,-19,-10
59,-17,-11,Right-SupTempGyrus (22),55,-19,-5
59,-17,-5,Right-SupTempGyrus (22),56,-18,0
59,-17,1,Right-PrimAuditory (41),56,-18,5
59,-17,7,Right-PrimAuditory (41),56,-18,10
59,-17,13,Right-SupramargGyr (40),56,-17,15
59,-17,19,Right-SupramargGyr (40),56,-17,20
59,-17,25,Right-SupramargGyr (40),57,-16,25
59,-17,31,Right-PrimSensory (1),57,-16,30
59,-17,37,Right-PrimSensory (1),57,-15,36
59,-17,43,Right-PrimSensory (1),58,-15,41
59,-17,49,Right-PrimSensory (1),58,-14,46
59,-17,55,Outside defined BAs,59,-13,51
59,-17,61,Outside defined BAs,59,-13,56
59,-17,67,Outside defined BAs,59,-13,61
59,-11,-53,Outside defined BAs,57,-16,-43
59,-11,-47,Outside defined BAs,57,-16,-38
59,-11,-41,Outside defined BAs,56,-15,-32
59,-11,-35,Right-InfTempGyrus (20),56,-15,-27
59,-11,-29,Right-MedTempGyrus (21),56,-14,-21
59,-11,-23,Right-MedTempGyrus (21),56,-14,-15
59,-11,-17,Right-MedTempGyrus (21),55,-14,-10
59,-11,-11,Right-SupTempGyrus (22),55,-13,-5
59,-11,-5,Right-SupTempGyrus (22),55,-13,0
59,-11,1,Right-PrimAuditory (41),56,-12,5
59,-11,7,Right-PrimAuditory (41),56,-12,10
59,-11,13,Right-PrimSensory (1),56,-11,15
59,-11,19,Right-PrimSensory (1),56,-11,20
59,-11,25,Right-PrimSensory (1),57,-10,25
59,-11,31,Right-PrimSensory (1),57,-10,31
59,-11,37,Right-PrimMotor (4),57,-9,36
59,-11,43,Outside defined BAs,58,-9,41
59,-11,49,Outside defined BAs,58,-8,46
59,-11,55,Outside defined BAs,59,-8,51
59,-11,61,Outside defined BAs,59,-7,56
59,-11,67,Outside defined BAs,59,-7,61
59,-5,-53,Outside defined BAs,57,-10,-43
59,-5,-47,Outside defined BAs,57,-10,-38
59,-5,-41,Outside defined BAs,56,-10,-32
59,-5,-35,Outside defined BAs,56,-9,-26
59,-5,-29,Right-MedTempGyrus (21),56,-9,-21
59,-5,-23,Right-MedTempGyrus (21),56,-8,-15
59,-5,-17,Right-MedTempGyrus (21),56,-8,-10
59,-5,-11,Right-SupTempGyrus (22),55,-8,-5
59,-5,-5,Right-SupTempGyrus (22),55,-7,0
59,-5,1,Right-PrimAuditory (41),55,-7,5
59,-5,7,Right-PrimAuditory (41),56,-6,10
59,-5,13,Right-PrimSensory (1),56,-6,15
59,-5,19,Outside defined BAs,56,-5,20
59,-5,25,Right-PrimMotor (4),56,-5,26
59,-5,31,Right-PrimMotor (4),57,-4,31
59,-5,37,Right-PrimMotor (4),57,-3,36
59,-5,43,Right-PreMot+SuppMot (6),58,-3,41
59,-5,49,Outside defined BAs,58,-2,46
59,-5,55,Outside defined BAs,58,-2,51
59,-5,61,Outside defined BAs,59,-1,56
59,-5,67,Outside defined BAs,59,-1,61
59,1,-53,Outside defined BAs,57,-5,-43
59,1,-47,Outside defined BAs,57,-4,-38
59,1,-41,Outside defined BAs,56,-4,-32
59,1,-35,Outside defined BAs,56,-4,-26
59,1,-29,Right-MedTempGyrus (21),56,-3,-21
59,1,-23,Right-MedTempGyrus (21),56,-3,-15
59,1,-17,Right-Temporalpole (38),56,-2,-10
59,1,-11,Right-SupTempGyrus (22),55,-2,-5
59,1,-5,Right-SupTempGyrus (22),55,-2,0
59,1,1,Right-SupTempGyrus (22),55,-1,5
59,1,7,Right-PreMot+SuppMot (6),55,-1,10
59,1,13,Right-PreMot+SuppMot (6),56,0,15
59,1,19,Right-PreMot+SuppMot (6),56,0,21
59,1,25,Right-PreMot+SuppMot (6),56,0,26
59,1,31,Right-PreMot+SuppMot (6),57,1,31
59,1,37,Outside defined BAs,57,1,36
59,1,43,Outside defined BAs,58,2,41
59,1,49,Outside defined BAs,58,3,46
59,1,55,Outside defined BAs,58,3,51
59,1,61,Outside defined BAs,59,4,56
59,1,67,Outside defined BAs,59,4,61
59,7,-53,Outside defined BAs,57,0,-43
59,7,-47,Outside defined BAs,57,0,-38
59,7,-41,Outside defined BAs,57,0,-32
59,7,-35,Outside defined BAs,56,1,-26
59,7,-29,Right-Temporalpole (38),56,1,-21
59,7,-23,Right-Temporalpole (38),56,2,-15
59,7,-17,Right-Temporalpole (38),56,2,-10
59,7,-11,Right-Temporalpole (38),56,3,-5
59,7,-5,Right-SupTempGyrus (22),55,3,0
59,7,1,Right-PreMot+SuppMot (6),55,4,5
59,7,7,Right-PreMot+SuppMot (6),56,4,10
59,7,13,Right-PreMot+SuppMot (6),56,5,15
59,7,19,Right-PreMot+SuppMot (6),56,6,21
59,7,25,Right-PreMot+SuppMot (6),56,6,26
59,7,31,Right-PreMot+SuppMot (6),57,7,31
59,7,37,Right-PreMot+SuppMot (6),57,8,36
59,7,43,Outside defined BAs,58,8,41
59,7,49,Outside defined BAs,58,9,46
59,7,55,Outside defined BAs,58,9,51
59,7,61,Outside defined BAs,58,10,56
59,7,67,Outside defined BAs,58,10,61
59,13,-53,Outside defined BAs,57,6,-43
59,13,-47,Outside defined BAs,57,6,-38
59,13,-41,Outside defined BAs,57,6,-32
59,13,-35,Outside defined BAs,56,7,-26
59,13,-29,Right-Temporalpole (38),56,7,-21
59,13,-23,Right-Temporalpole (38),56,8,-15
59,13,-17,Right-Temporalpole (38),56,8,-10
59,13,-11,Right-Temporalpole (38),56,9,-5
59,13,-5,Outside defined BAs,56,9,0
59,13,1,Right-Broca-Operc (44),56,10,5
59,13,7,Right-Broca-Operc (44),56,11,10
59,13,13,Right-Broca-Operc (44),56,11,15
59,13,19,Right-Broca-Operc (44),56,12,21
59,13,25,Right-Broca-Operc (44),57,13,26
59,13,31,Right-Broca-Operc (44),57,13,31
59,13,37,Outside defined BAs,57,14,36
59,13,43,Outside defined BAs,58,15,41
59,13,49,Outside defined BAs,58,15,46
59,13,55,Outside defined BAs,58,16,51
59,13,61,Outside defined BAs,58,16,56
59,13,67,Outside defined BAs,58,16,61
59,19,-53,Outside defined BAs,57,12,-43
59,19,-47,Outside defined BAs,57,12,-38
59,19,-41,Outside defined BAs,57,12,-32
59,19,-35,Outside defined BAs,57,13,-27
59,19,-29,Outside defined BAs,56,13,-21
59,19,-23,Outside defined BAs,56,14,-16
59,19,-17,Outside defined BAs,56,14,-10
59,19,-11,Outside defined BAs,56,15,-5
59,19,-5,Outside defined BAs,56,16,0
59,19,1,Outside defined BAs,56,16,5
59,19,7,Right-Broca-Operc (44),56,17,10
59,19,13,Right-Broca-Operc (44),56,18,15
59,19,19,Right-Broca-Operc (44),57,18,21
59,19,25,Right-Broca-Operc (44),57,19,26
59,19,31,Right-Broca-Operc (44),57,20,31
59,19,37,Outside defined BAs,58,20,36
59,19,43,Outside defined BAs,58,21,41
59,19,49,Outside defined BAs,58,21,46
59,19,55,Outside defined BAs,58,22,51
59,19,61,Outside defined BAs,58,22,56
59,19,67,Outside defined BAs,58,22,61
59,25,-53,Outside defined BAs,57,18,-44
59,25,-47,Outside defined BAs,57,18,-38
59,25,-41,Outside defined BAs,57,19,-32
59,25,-35,Outside defined BAs,57,19,-27
59,25,-29,Outside defined BAs,57,19,-21
59,25,-23,Outside defined BAs,56,20,-16
59,25,-17,Outside defined BAs,56,21,-10
59,25,-11,Outside defined BAs,56,21,-5
59,25,-5,Outside defined BAs,56,22,0
59,25,1,Right-Broca-Triang (45),56,22,5
59,25,7,Right-Broca-Triang (45),56,23,10
59,25,13,Right-dlPFC(dorsal) (9),57,24,15
59,25,19,Right-dlPFC(dorsal) (9),57,25,20
59,25,25,Outside defined BAs,57,25,26
59,25,31,Outside defined BAs,58,26,31
59,25,37,Outside defined BAs,58,26,36
59,25,43,Outside defined BAs,58,27,41
59,25,49,Outside defined BAs,58,27,46
59,25,55,Outside defined BAs,58,28,51
59,25,61,Outside defined BAs,58,28,56
59,25,67,Outside defined BAs,58,28,61
59,31,-53,Outside defined BAs,57,24,-44
59,31,-47,Outside defined BAs,57,24,-38
59,31,-41,Outside defined BAs,57,25,-33
59,31,-35,Outside defined BAs,57,25,-27
59,31,-29,Outside defined BAs,57,26,-22
59,31,-23,Outside defined BAs,57,26,-16
59,31,-17,Outside defined BAs,57,27,-11
59,31,-11,Outside defined BAs,57,27,-5
59,31,-5,Outside defined BAs,57,28,0
59,31,1,Right-Broca-Triang (45),57,29,4
59,31,7,Right-Broca-Triang (45),57,29,10
59,31,13,Right-dlPFC(dorsal) (9),57,30,15
59,31,19,Outside defined BAs,57,31,20
59,31,25,Outside defined BAs,58,31,25
59,31,31,Outside defined BAs,58,32,31
59,31,37,Outside defined BAs,58,32,36
59,31,43,Outside defined BAs,58,33,41
59,31,49,Outside defined BAs,58,33,46
59,31,55,Outside defined BAs,58,34,51
59,31,61,Outside defined BAs,58,34,55
59,31,67,Outside defined BAs,58,34,60
59,37,-53,Outside defined BAs,57,30,-44
59,37,-47,Outside defined BAs,57,30,-39
59,37,-41,Outside defined BAs,57,31,-33
59,37,-35,Outside defined BAs,57,31,-28
59,37,-29,Outside defined BAs,57,32,-22
59,37,-23,Outside defined BAs,57,32,-17
59,37,-17,Outside defined BAs,57,33,-11
59,37,-11,Outside defined BAs,57,34,-6
59,37,-5,Outside defined BAs,57,34,0
59,37,1,Right-Broca-Triang (45),57,35,4
59,37,7,Outside defined BAs,57,36,9
59,37,13,Outside defined BAs,57,36,15
59,37,19,Outside defined BAs,58,37,20
59,37,25,Outside defined BAs,58,37,25
59,37,31,Outside defined BAs,58,38,30
59,37,37,Outside defined BAs,58,38,35
59,37,43,Outside defined BAs,58,39,40
59,37,49,Outside defined BAs,58,39,45
59,37,55,Outside defined BAs,58,40,50
59,37,61,Outside defined BAs,58,40,55
59,37,67,Outside defined BAs,58,40,60
59,43,-53,Outside defined BAs,57,36,-45
59,43,-47,Outside defined BAs,57,37,-39
59,43,-41,Outside defined BAs,57,37,-34
59,43,-35,Outside defined BAs,57,38,-28
59,43,-29,Outside defined BAs,57,38,-23
59,43,-23,Outside defined BAs,57,39,-17
59,43,-17,Outside defined BAs,57,39,-12
59,43,-11,Outside defined BAs,57,40,-6
59,43,-5,Outside defined BAs,57,41,-1
59,43,1,Outside defined BAs,57,41,4
59,43,7,Outside defined BAs,58,42,9
59,43,13,Outside defined BAs,58,42,14
59,43,19,Outside defined BAs,58,43,19
59,43,25,Outside defined BAs,58,44,25
59,43,31,Outside defined BAs,58,44,30
59,43,37,Outside defined BAs,58,44,35
59,43,43,Outside defined BAs,58,45,40
59,43,49,Outside defined BAs,58,45,45
59,43,55,Outside defined BAs,58,46,50
59,43,61,Outside defined BAs,58,46,55
59,43,67,Outside defined BAs,58,46,60
59,49,-53,Outside defined BAs,57,42,-45
59,49,-47,Outside defined BAs,57,43,-39
59,49,-41,Outside defined BAs,57,43,-34
59,49,-35,Outside defined BAs,57,44,-29
59,49,-29,Outside defined BAs,57,44,-23
59,49,-23,Outside defined BAs,57,45,-18
59,49,-17,Outside defined BAs,57,45,-12
59,49,-11,Outside defined BAs,57,46,-7
59,49,-5,Outside defined BAs,58,47,-1
59,49,1,Outside defined BAs,58,47,3
59,49,7,Outside defined BAs,58,48,8
59,49,13,Outside defined BAs,58,49,14
59,49,19,Outside defined BAs,58,49,19
59,49,25,Outside defined BAs,58,50,24
59,49,31,Outside defined BAs,58,50,29
59,49,37,Outside defined BAs,58,50,34
59,49,43,Outside defined BAs,58,51,39
59,49,49,Outside defined BAs,58,51,44
59,49,55,Outside defined BAs,58,52,49
59,49,61,Outside defined BAs,58,52,54
59,49,67,Outside defined BAs,58,52,59
59,55,-53,Outside defined BAs,57,49,-45
59,55,-47,Outside defined BAs,57,49,-40
59,55,-41,Outside defined BAs,57,50,-34
59,55,-35,Outside defined BAs,57,50,-29
59,55,-29,Outside defined BAs,57,50,-23
59,55,-23,Outside defined BAs,57,51,-18
59,55,-17,Outside defined BAs,57,52,-13
59,55,-11,Outside defined BAs,57,52,-7
59,55,-5,Outside defined BAs,58,53,-2
59,55,1,Outside defined BAs,58,53,3
59,55,7,Outside defined BAs,58,54,8
59,55,13,Outside defined BAs,58,55,13
59,55,19,Outside defined BAs,58,55,19
59,55,25,Outside defined BAs,58,56,24
59,55,31,Outside defined BAs,58,56,29
59,55,37,Outside defined BAs,58,56,34
59,55,43,Outside defined BAs,58,57,39
59,55,49,Outside defined BAs,58,57,44
59,55,55,Outside defined BAs,58,58,49
59,55,61,Outside defined BAs,58,58,54
59,55,67,Outside defined BAs,58,58,59
59,61,-53,Outside defined BAs,57,55,-45
59,61,-47,Outside defined BAs,57,55,-40
59,61,-41,Outside defined BAs,57,56,-34
59,61,-35,Outside defined BAs,57,56,-29
59,61,-29,Outside defined BAs,57,57,-24
59,61,-23,Outside defined BAs,57,57,-18
59,61,-17,Outside defined BAs,57,58,-13
59,61,-11,Outside defined BAs,58,58,-7
59,61,-5,Outside defined BAs,58,59,-2
59,61,1,Outside defined BAs,58,59,3
59,61,7,Outside defined BAs,58,60,8
59,61,13,Outside defined BAs,58,61,13
59,61,19,Outside defined BAs,58,61,18
59,61,25,Outside defined BAs,58,62,23
59,61,31,Outside defined BAs,58,62,28
59,61,37,Outside defined BAs,58,62,34
59,61,43,Outside defined BAs,58,63,39
59,61,49,Outside defined BAs,58,63,44
59,61,55,Outside defined BAs,58,64,49
59,61,61,Outside defined BAs,58,64,54
59,61,67,Outside defined BAs,58,64,59
59,67,-53,Outside defined BAs,57,61,-45
59,67,-47,Outside defined BAs,57,61,-40
59,67,-41,Outside defined BAs,57,62,-35
59,67,-35,Outside defined BAs,57,62,-29
59,67,-29,Outside defined BAs,57,63,-24
59,67,-23,Outside defined BAs,57,63,-18
59,67,-17,Outside defined BAs,57,64,-13
59,67,-11,Outside defined BAs,57,64,-8
59,67,-5,Outside defined BAs,58,65,-2
59,67,1,Outside defined BAs,58,66,2
59,67,7,Outside defined BAs,58,66,7
59,67,13,Outside defined BAs,58,67,13
59,67,19,Outside defined BAs,58,67,18
59,67,25,Outside defined BAs,58,68,23
59,67,31,Outside defined BAs,58,68,28
59,67,37,Outside defined BAs,58,68,33
59,67,43,Outside defined BAs,58,69,38
59,67,49,Outside defined BAs,58,69,43
59,67,55,Outside defined BAs,58,70,48
59,67,61,Outside defined BAs,58,70,54
59,67,67,Outside defined BAs,58,71,59
59,73,-53,Outside defined BAs,57,67,-45
59,73,-47,Outside defined BAs,57,68,-40
59,73,-41,Outside defined BAs,57,68,-35
59,73,-35,Outside defined BAs,57,69,-29
59,73,-29,Outside defined BAs,57,69,-24
59,73,-23,Outside defined BAs,57,69,-19
59,73,-17,Outside defined BAs,57,70,-13
59,73,-11,Outside defined BAs,57,71,-8
59,73,-5,Outside defined BAs,57,71,-2
59,73,1,Outside defined BAs,58,72,2
59,73,7,Outside defined BAs,58,72,7
59,73,13,Outside defined BAs,58,73,12
59,73,19,Outside defined BAs,58,73,18
59,73,25,Outside defined BAs,58,74,23
59,73,31,Outside defined BAs,58,74,28
59,73,37,Outside defined BAs,58,74,33
59,73,43,Outside defined BAs,58,75,38
59,73,49,Outside defined BAs,57,75,43
59,73,55,Outside defined BAs,57,76,48
59,73,61,Outside defined BAs,57,76,53
59,73,67,Outside defined BAs,57,77,58
65,-107,-53,Outside defined BAs,65,-107,-41
65,-107,-47,Outside defined BAs,65,-107,-36
65,-107,-41,Outside defined BAs,65,-106,-30
65,-107,-35,Outside defined BAs,65,-106,-25
65,-107,-29,Outside defined BAs,65,-105,-19
65,-107,-23,Outside defined BAs,65,-105,-14
65,-107,-17,Outside defined BAs,65,-104,-9
65,-107,-11,Outside defined BAs,65,-104,-3
65,-107,-5,Outside defined BAs,65,-104,1
65,-107,1,Outside defined BAs,65,-103,6
65,-107,7,Outside defined BAs,65,-103,11
65,-107,13,Outside defined BAs,65,-102,17
65,-107,19,Outside defined BAs,65,-102,22
65,-107,25,Outside defined BAs,65,-101,27
65,-107,31,Outside defined BAs,65,-101,32
65,-107,37,Outside defined BAs,65,-100,37
65,-107,43,Outside defined BAs,65,-100,42
65,-107,49,Outside defined BAs,65,-100,47
65,-107,55,Outside defined BAs,65,-99,52
65,-107,61,Outside defined BAs,65,-99,57
65,-107,67,Outside defined BAs,65,-98,63
65,-101,-53,Outside defined BAs,65,-101,-41
65,-101,-47,Outside defined BAs,65,-101,-36
65,-101,-41,Outside defined BAs,65,-101,-30
65,-101,-35,Outside defined BAs,65,-100,-25
65,-101,-29,Outside defined BAs,65,-100,-20
65,-101,-23,Outside defined BAs,65,-99,-14
65,-101,-17,Outside defined BAs,65,-99,-9
65,-101,-11,Outside defined BAs,65,-99,-3
65,-101,-5,Outside defined BAs,65,-98,1
65,-101,1,Outside defined BAs,65,-98,6
65,-101,7,Outside defined BAs,65,-97,11
65,-101,13,Outside defined BAs,65,-97,16
65,-101,19,Outside defined BAs,65,-96,22
65,-101,25,Outside defined BAs,65,-96,27
65,-101,31,Outside defined BAs,65,-95,32
65,-101,37,Outside defined BAs,65,-95,37
65,-101,43,Outside defined BAs,65,-94,42
65,-101,49,Outside defined BAs,65,-94,47
65,-101,55,Outside defined BAs,65,-93,52
65,-101,61,Outside defined BAs,65,-93,57
65,-101,67,Outside defined BAs,65,-93,62
65,-95,-53,Outside defined BAs,65,-96,-41
65,-95,-47,Outside defined BAs,65,-95,-36
65,-95,-41,Outside defined BAs,65,-95,-31
65,-95,-35,Outside defined BAs,65,-95,-25
65,-95,-29,Outside defined BAs,65,-94,-20
65,-95,-23,Outside defined BAs,65,-94,-14
65,-95,-17,Outside defined BAs,65,-93,-9
65,-95,-11,Outside defined BAs,65,-93,-3
65,-95,-5,Outside defined BAs,65,-93,1
65,-95,1,Outside defined BAs,65,-92,6
65,-95,7,Outside defined BAs,65,-92,11
65,-95,13,Outside defined BAs,65,-91,16
65,-95,19,Outside defined BAs,65,-91,21
65,-95,25,Outside defined BAs,65,-90,26
65,-95,31,Outside defined BAs,65,-90,32
65,-95,37,Outside defined BAs,65,-89,37
65,-95,43,Outside defined BAs,65,-89,42
65,-95,49,Outside defined BAs,65,-88,47
65,-95,55,Outside defined BAs,65,-88,52
65,-95,61,Outside defined BAs,65,-87,57
65,-95,67,Outside defined BAs,65,-87,62
65,-89,-53,Outside defined BAs,65,-90,-42
65,-89,-47,Outside defined BAs,65,-90,-36
65,-89,-41,Outside defined BAs,65,-90,-31
65,-89,-35,Outside defined BAs,66,-89,-25
65,-89,-29,Outside defined BAs,66,-89,-20
65,-89,-23,Outside defined BAs,66,-88,-14
65,-89,-17,Outside defined BAs,66,-88,-9
65,-89,-11,Outside defined BAs,66,-88,-4
65,-89,-5,Outside defined BAs,66,-87,1
65,-89,1,Outside defined BAs,66,-87,6
65,-89,7,Outside defined BAs,66,-86,11
65,-89,13,Outside defined BAs,66,-86,16
65,-89,19,Outside defined BAs,66,-85,21
65,-89,25,Outside defined BAs,65,-85,26
65,-89,31,Outside defined BAs,65,-84,31
65,-89,37,Outside defined BAs,65,-84,36
65,-89,43,Outside defined BAs,65,-83,41
65,-89,49,Outside defined BAs,65,-83,47
65,-89,55,Outside defined BAs,65,-82,52
65,-89,61,Outside defined BAs,65,-82,57
65,-89,67,Outside defined BAs,65,-81,62
65,-83,-53,Outside defined BAs,66,-85,-42
65,-83,-47,Outside defined BAs,66,-84,-36
65,-83,-41,Outside defined BAs,66,-84,-31
65,-83,-35,Outside defined BAs,66,-84,-25
65,-83,-29,Outside defined BAs,66,-83,-20
65,-83,-23,Outside defined BAs,66,-83,-15
65,-83,-17,Outside defined BAs,66,-82,-9
65,-83,-11,Outside defined BAs,66,-82,-4
65,-83,-5,Outside defined BAs,66,-82,1
65,-83,1,Outside defined BAs,66,-81,6
65,-83,7,Outside defined BAs,66,-81,11
65,-83,13,Outside defined BAs,66,-80,16
65,-83,19,Outside defined BAs,66,-80,21
65,-83,25,Outside defined BAs,66,-79,26
65,-83,31,Outside defined BAs,66,-79,31
65,-83,37,Outside defined BAs,65,-78,36
65,-83,43,Outside defined BAs,65,-78,41
65,-83,49,Outside defined BAs,65,-77,46
65,-83,55,Outside defined BAs,65,-77,51
65,-83,61,Outside defined BAs,65,-76,57
65,-83,67,Outside defined BAs,65,-76,62
65,-77,-53,Outside defined BAs,66,-79,-42
65,-77,-47,Outside defined BAs,66,-79,-36
65,-77,-41,Outside defined BAs,66,-79,-31
65,-77,-35,Outside defined BAs,66,-78,-26
65,-77,-29,Outside defined BAs,66,-78,-20
65,-77,-23,Outside defined BAs,66,-77,-15
65,-77,-17,Outside defined BAs,66,-77,-9
65,-77,-11,Outside defined BAs,66,-76,-4
65,-77,-5,Outside defined BAs,66,-76,1
65,-77,1,Outside defined BAs,66,-76,6
65,-77,7,Outside defined BAs,66,-75,11
65,-77,13,Outside defined BAs,66,-75,16
65,-77,19,Outside defined BAs,66,-74,21
65,-77,25,Outside defined BAs,66,-74,26
65,-77,31,Outside defined BAs,66,-73,31
65,-77,37,Outside defined BAs,66,-73,36
65,-77,43,Outside defined BAs,65,-72,41
65,-77,49,Outside defined BAs,65,-72,46
65,-77,55,Outside defined BAs,65,-71,51
65,-77,61,Outside defined BAs,65,-71,56
65,-77,67,Outside defined BAs,65,-70,62
65,-71,-53,Outside defined BAs,66,-74,-42
65,-71,-47,Outside defined BAs,66,-73,-37
65,-71,-41,Outside defined BAs,66,-73,-31
65,-71,-35,Outside defined BAs,66,-73,-26
65,-71,-29,Outside defined BAs,66,-72,-20
65,-71,-23,Outside defined BAs,65,-72,-15
65,-71,-17,Outside defined BAs,65,-71,-9
65,-71,-11,Outside defined BAs,65,-71,-4
65,-71,-5,Outside defined BAs,65,-70,1
65,-71,1,Outside defined BAs,65,-70,6
65,-71,7,Outside defined BAs,66,-70,11
65,-71,13,Outside defined BAs,66,-69,16
65,-71,19,Outside defined BAs,66,-69,21
65,-71,25,Outside defined BAs,66,-68,26
65,-71,31,Outside defined BAs,66,-68,31
65,-71,37,Outside defined BAs,66,-67,36
65,-71,43,Outside defined BAs,65,-67,41
65,-71,49,Outside defined BAs,65,-66,46
65,-71,55,Outside defined BAs,65,-65,51
65,-71,61,Outside defined BAs,65,-65,56
65,-71,67,Outside defined BAs,65,-64,61
65,-65,-53,Outside defined BAs,65,-68,-42
65,-65,-47,Outside defined BAs,65,-68,-37
65,-65,-41,Outside defined BAs,65,-67,-31
65,-65,-35,Outside defined BAs,65,-67,-26
65,-65,-29,Outside defined BAs,65,-66,-20
65,-65,-23,Outside defined BAs,65,-66,-15
65,-65,-17,Outside defined BAs,65,-66,-9
65,-65,-11,Outside defined BAs,65,-65,-4
65,-65,-5,Outside defined BAs,65,-65,0
65,-65,1,Outside defined BAs,65,-64,6
65,-65,7,Outside defined BAs,65,-64,11
65,-65,13,Outside defined BAs,65,-63,16
65,-65,19,Outside defined BAs,65,-63,21
65,-65,25,Outside defined BAs,65,-63,26
65,-65,31,Outside defined BAs,65,-62,31
65,-65,37,Outside defined BAs,65,-61,36
65,-65,43,Outside defined BAs,65,-61,41
65,-65,49,Outside defined BAs,65,-60,46
65,-65,55,Outside defined BAs,65,-60,51
65,-65,61,Outside defined BAs,65,-59,56
65,-65,67,Outside defined BAs,65,-59,61
65,-59,-53,Outside defined BAs,65,-62,-42
65,-59,-47,Outside defined BAs,65,-62,-37
65,-59,-41,Outside defined BAs,65,-61,-31
65,-59,-35,Outside defined BAs,65,-61,-26
65,-59,-29,Outside defined BAs,64,-61,-20
65,-59,-23,Outside defined BAs,64,-60,-15
65,-59,-17,Outside defined BAs,64,-60,-9
65,-59,-11,Outside defined BAs,64,-59,-4
65,-59,-5,Outside defined BAs,64,-59,0
65,-59,1,Outside defined BAs,64,-58,6
65,-59,7,Outside defined BAs,65,-58,11
65,-59,13,Outside defined BAs,65,-58,16
65,-59,19,Outside defined BAs,65,-57,21
65,-59,25,Outside defined BAs,65,-57,26
65,-59,31,Outside defined BAs,65,-56,31
65,-59,37,Outside defined BAs,65,-56,36
65,-59,43,Outside defined BAs,65,-55,41
65,-59,49,Outside defined BAs,65,-55,46
65,-59,55,Outside defined BAs,65,-54,51
65,-59,61,Outside defined BAs,65,-54,56
65,-59,67,Outside defined BAs,65,-53,61
65,-53,-53,Outside defined BAs,65,-56,-42
65,-53,-47,Outside defined BAs,64,-56,-36
65,-53,-41,Outside defined BAs,64,-56,-31
65,-53,-35,Outside defined BAs,64,-55,-26
65,-53,-29,Outside defined BAs,64,-55,-20
65,-53,-23,Outside defined BAs,63,-54,-15
65,-53,-17,Outside defined BAs,63,-54,-9
65,-53,-11,Right-Fusiform (37),63,-53,-4
65,-53,-5,Right-Fusiform (37),63,-53,0
65,-53,1,Right-Fusiform (37),64,-53,5
65,-53,7,Right-Fusiform (37),64,-52,11
65,-53,13,Outside defined BAs,64,-52,16
65,-53,19,Outside defined BAs,64,-51,21
65,-53,25,Outside defined BAs,65,-51,26
65,-53,31,Outside defined BAs,65,-50,31
65,-53,37,Outside defined BAs,65,-50,36
65,-53,43,Outside defined BAs,65,-49,41
65,-53,49,Outside defined BAs,65,-49,46
65,-53,55,Outside defined BAs,65,-48,51
65,-53,61,Outside defined BAs,65,-48,56
65,-53,67,Outside defined BAs,65,-47,61
65,-47,-53,Outside defined BAs,64,-51,-42
65,-47,-47,Outside defined BAs,64,-50,-37
65,-47,-41,Outside defined BAs,64,-50,-31
65,-47,-35,Outside defined BAs,63,-49,-26
65,-47,-29,Outside defined BAs,63,-49,-20
65,-47,-23,Right-Fusiform (37),63,-49,-15
65,-47,-17,Right-Fusiform (37),63,-48,-9
65,-47,-11,Right-Fusiform (37),63,-48,-4
65,-47,-5,Right-Fusiform (37),63,-47,0
65,-47,1,Right-Fusiform (37),63,-47,5
65,-47,7,Right-Fusiform (37),63,-46,10
65,-47,13,Right-AngGyrus (39),64,-46,15
65,-47,19,Right-AngGyrus (39),64,-45,21
65,-47,25,Right-AngGyrus (39),64,-45,26
65,-47,31,Right-AngGyrus (39),64,-45,31
65,-47,37,Outside defined BAs,65,-44,36
65,-47,43,Outside defined BAs,65,-44,41
65,-47,49,Outside defined BAs,65,-43,46
65,-47,55,Outside defined BAs,65,-43,51
65,-47,61,Outside defined BAs,65,-42,56
65,-47,67,Outside defined BAs,65,-42,61
65,-41,-53,Outside defined BAs,64,-45,-42
65,-41,-47,Outside defined BAs,63,-44,-37
65,-41,-41,Outside defined BAs,63,-44,-31
65,-41,-35,Outside defined BAs,63,-44,-26
65,-41,-29,Outside defined BAs,62,-43,-20
65,-41,-23,Right-Fusiform (37),62,-43,-15
65,-41,-17,Right-Fusiform (37),62,-42,-9
65,-41,-11,Right-MedTempGyrus (21),62,-42,-4
65,-41,-5,Right-MedTempGyrus (21),62,-41,0
65,-41,1,Right-MedTempGyrus (21),62,-41,5
65,-41,7,Right-MedTempGyrus (21),63,-40,10
65,-41,13,Right-SupTempGyrus (22),63,-40,15
65,-41,19,Right-SupTempGyrus (22),63,-40,20
65,-41,25,Right-SupramargGyr (40),64,-39,25
65,-41,31,Right-SupramargGyr (40),64,-39,30
65,-41,37,Outside defined BAs,64,-38,36
65,-41,43,Outside defined BAs,65,-38,41
65,-41,49,Outside defined BAs,65,-37,46
