-73,-107,-21
-73,-107,-19
-73,-107,-17
-73,-107,-15
-73,-107,-13
-73,-107,-11
-73,-107,-9
-73,-107,-7
-73,-107,-5
-73,-107,-3
-73,-107,-1
-73,-107,1
-73,-107,3
-73,-107,5
-73,-107,7
-73,-107,9
-73,-107,11
-73,-107,13
-73,-107,15
-73,-107,17
-73,-107,19
-73,-107,21
-73,-107,23
-73,-107,25
-73,-107,27
-73,-107,29
-73,-107,31
-73,-107,33
-73,-107,35
-73,-107,37
-73,-107,39
-73,-107,41
-73,-107,43
-73,-107,45
-73,-107,47
-73,-107,49
-73,-107,51
-73,-107,53
-73,-105,-21
-73,-105,-19
-73,-105,-17
-73,-105,-15
-73,-105,-13
-73,-105,-11
-73,-105,-9
-73,-105,-7
-73,-105,-5
-73,-105,-3
-73,-105,-1
-73,-105,1
-73,-105,3
-73,-105,5
-73,-105,7
-73,-105,9
-73,-105,11
-73,-105,13
-73,-105,15
-73,-105,17
-73,-105,19
-73,-105,21
-73,-105,23
-73,-105,25
-73,-105,27
-73,-105,29
-73,-105,31
-73,-105,33
-73,-105,35
-73,-105,37
-73,-105,39
-73,-105,41
-73,-105,43
-73,-105,45
-73,-105,47
-73,-105,49
-73,-105,51
-73,-105,53
-73,-103,-21
-73,-103,-19
-73,-103,-17
-73,-103,-15
-73,-103,-13
-73,-103,-11
-73,-103,-9
-73,-103,-7
-73,-103,-5
-73,-103,-3
-73,-103,-1
-73,-103,1
-73,-103,3
-73,-103,5
-73,-103,7
-73,-103,9
-73,-103,11
-73,-103,13
-73,-103,15
-73,-103,17
-73,-103,19
-73,-103,21
-73,-103,23
-73,-103,25
-73,-103,27
-73,-103,29
-73,-103,31
-73,-103,33
-73,-103,35
-73,-103,37
-73,-103,39
-73,-103,41
-73,-103,43
-73,-103,45
-73,-103,47
-73,-103,49
-73,-103,51
-73,-103,53
-73,-101,-21
-73,-101,-19
-73,-101,-17
-73,-101,-15
-73,-101,-13
-73,-101,-11
-73,-101,-9
-73,-101,-7
-73,-101,-5
-73,-101,-3
-73,-101,-1
-73,-101,1
-73,-101,3
-73,-101,5
-73,-101,7
-73,-101,9
-73,-101,11
-73,-101,13
-73,-101,15
-73,-101,17
-73,-101,19
-73,-101,21
-73,-101,23
-73,-101,25
-73,-101,27
-73,-101,29
-73,-101,31
-73,-101,33
-73,-101,35
-73,-101,37
-73,-101,39
-73,-101,41
-73,-101,43
-73,-101,45
-73,-101,47
-73,-101,49
-73,-101,51
-73,-101,53
-73,-99,-21
-73,-99,-19
-73,-99,-17
-73,-99,-15
-73,-99,-13
-73,-99,-11
-73,-99,-9
-73,-99,-7
-73,-99,-5
-73,-99,-3
-73,-99,-1
-73,-99,1
-73,-99,3
-73,-99,5
-73,-99,7
-73,-99,9
-73,-99,11
-73,-99,13
-73,-99,15
-73,-99,17
-73,-99,19
-73,-99,21
-73,-99,23
-73,-99,25
-73,-99,27
-73,-99,29
-73,-99,31
-73,-99,33
-73,-99,35
-73,-99,37
-73,-99,39
-73,-99,41
-73,-99,43
-73,-99,45
-73,-99,47
-73,-99,49
-73,-99,51
-73,-99,53
-73,-97,-21
-73,-97,-19
-73,-97,-17
-73,-97,-15
-73,-97,-13
-73,-97,-11
-73,-97,-9
-73,-97,-7
-73,-97,-5
-73,-97,-3
-73,-97,-1
-73,-97,1
-73,-97,3
-73,-97,5
-73,-97,7
-73,-97,9
-73,-97,11
-73,-97,13
-73,-97,15
-73,-97,17
-73,-97,19
-73,-97,21
-73,-97,23
-73,-97,25
-73,-97,27
-73,-97,29
-73,-97,31
-73,-97,33
-73,-97,35
-73,-97,37
-73,-97,39
-73,-97,41
-73,-97,43
-73,-97,45
-73,-97,47
-73,-97,49
-73,-97,51
-73,-97,53
-73,-95,-21
-73,-95,-19
-73,-95,-17
-73,-95,-15
-73,-95,-13
-73,-95,-11
-73,-95,-9
-73,-95,-7
-73,-95,-5
-73,-95,-3
-73,-95,-1
-73,-95,1
-73,-95,3
-73,-95,5
-73,-95,7
-73,-95,9
-73,-95,11
-73,-95,13
-73,-95,15
-73,-95,17
-73,-95,19
-73,-95,21
-73,-95,23
-73,-95,25
-73,-95,27
-73,-95,29
-73,-95,31
-73,-95,33
-73,-95,35
-73,-95,37
-73,-95,39
-73,-95,41
-73,-95,43
-73,-95,45
-73,-95,47
-73,-95,49
-73,-95,51
-73,-95,53
-73,-93,-21
-73,-93,-19
-73,-93,-17
-73,-93,-15
-73,-93,-13
-73,-93,-11
-73,-93,-9
-73,-93,-7
-73,-93,-5
-73,-93,-3
-73,-93,-1
-73,-93,1
-73,-93,3
-73,-93,5
-73,-93,7
-73,-93,9
-73,-93,11
-73,-93,13
-73,-93,15
-73,-93,17
-73,-93,19
-73,-93,21
-73,-93,23
-73,-93,25
-73,-93,27
-73,-93,29
-73,-93,31
-73,-93,33
-73,-93,35
-73,-93,37
-73,-93,39
-73,-93,41
-73,-93,43
-73,-93,45
-73,-93,47
-73,-93,49
-73,-93,51
-73,-93,53
-73,-93,55
-73,-93,57
-73,-93,59
-73,-93,61
-73,-93,63
-73,-93,65
-73,-93,67
-73,-93,69
-73,-93,71
-73,-91,-21
-73,-91,-19
-73,-91,-17
-73,-91,-15
-73,-91,-13
-73,-91,-11
-73,-91,-9
-73,-91,-7
-73,-91,-5
-73,-91,-3
-73,-91,-1
-73,-91,1
-73,-91,3
-73,-91,5
-73,-91,7
-73,-91,9
-73,-91,11
-73,-91,13
-73,-91,15
-73,-91,17
-73,-91,19
-73,-91,21
-73,-91,23
-73,-91,25
-73,-91,27
-73,-91,29
-73,-91,31
-73,-91,33
-73,-91,35
-73,-91,37
-73,-91,39
-73,-91,41
-73,-91,43
-73,-91,45
-73,-91,47
-73,-91,49
-73,-91,51
-73,-91,53
-73,-91,55
-73,-91,57
-73,-91,59
-73,-91,61
-73,-91,63
-73,-91,65
-73,-91,67
-73,-91,69
-73,-91,71
-73,-89,-21
-73,-89,-19
-73,-89,-17
-73,-89,-15
-73,-89,-13
-73,-89,-11
-73,-89,-9
-73,-89,-7
-73,-89,-5
-73,-89,-3
-73,-89,-1
-73,-89,1
-73,-89,3
-73,-89,5
-73,-89,7
-73,-89,9
-73,-89,11
-73,-89,13
-73,-89,15
-73,-89,17
-73,-89,19
-73,-89,21
-73,-89,23
-73,-89,25
-73,-89,27
-73,-89,29
-73,-89,31
-73,-89,33
-73,-89,35
-73,-89,37
-73,-89,39
-73,-89,41
-73,-89,43
-73,-89,45
-73,-89,47
-73,-89,49
-73,-89,51
-73,-89,53
-73,-89,55
-73,-89,57
-73,-89,59
-73,-89,61
-73,-89,63
-73,-89,65
-73,-89,67
-73,-89,69
-73,-89,71
-73,-87,-21
-73,-87,-19
-73,-87,-17
-73,-87,-15
-73,-87,-13
-73,-87,-11
-73,-87,-9
-73,-87,-7
-73,-87,-5
-73,-87,-3
-73,-87,-1
-73,-87,1
-73,-87,3
-73,-87,5
-73,-87,7
-73,-87,9
-73,-87,11
-73,-87,13
-73,-87,15
-73,-87,17
-73,-87,19
-73,-87,21
-73,-87,23
-73,-87,25
-73,-87,27
-73,-87,29
-73,-87,31
-73,-87,33
-73,-87,35
-73,-87,37
-73,-87,39
-73,-87,41
-73,-87,43
-73,-87,45
-73,-87,47
-73,-87,49
-73,-87,51
-73,-87,53
-73,-87,55
-73,-87,57
-73,-87,59
-73,-87,61
-73,-87,63
-73,-87,65
-73,-87,67
-73,-87,69
-73,-87,71
-73,-85,-21
-73,-85,-19
-73,-85,-17
-73,-85,-15
-73,-85,-13
-73,-85,-11
-73,-85,-9
-73,-85,-7
-73,-85,-5
-73,-85,-3
-73,-85,-1
-73,-85,1
-73,-85,3
-73,-85,5
-73,-85,7
-73,-85,9
-73,-85,11
-73,-85,13
-73,-85,15
-73,-85,17
-73,-85,19
-73,-85,21
-73,-85,23
-73,-85,25
-73,-85,27
-73,-85,29
-73,-85,31
-73,-85,33
-73,-85,35
-73,-85,37
-73,-85,39
-73,-85,41
-73,-85,43
-73,-85,45
-73,-85,47
-73,-85,49
-73,-85,51
-73,-85,53
-73,-85,55
-73,-85,57
-73,-85,59
-73,-85,61
-73,-85,63
-73,-85,65
-73,-85,67
-73,-85,69
-73,-85,71
-73,-83,-21
-73,-83,-19
-73,-83,-17
-73,-83,-15
-73,-83,-13
-73,-83,-11
-73,-83,-9
-73,-83,-7
-73,-83,-5
-73,-83,-3
-73,-83,-1
-73,-83,1
-73,-83,3
-73,-83,5
-73,-83,7
-73,-83,9
-73,-83,11
-73,-83,13
-73,-83,15
-73,-83,17
-73,-83,19
-73,-83,21
-73,-83,23
-73,-83,25
-73,-83,27
-73,-83,29
-73,-83,31
-73,-83,33
-73,-83,35
-73,-83,37
-73,-83,39
-73,-83,41
-73,-83,43
-73,-83,45
-73,-83,47
-73,-83,49
-73,-83,51
-73,-83,53
-73,-83,55
-73,-83,57
-73,-83,59
-73,-83,61
-73,-83,63
-73,-83,65
-73,-83,67
-73,-83,69
-73,-83,71
-73,-81,-21
-73,-81,-19
-73,-81,-17
-73,-81,-15
-73,-81,-13
-73,-81,-11
-73,-81,-9
-73,-81,-7
-73,-81,-5
-73,-81,-3
-73,-81,-1
-73,-81,1
-73,-81,3
-73,-81,5
-73,-81,7
-73,-81,9
-73,-81,11
-73,-81,13
-73,-81,15
-73,-81,17
-73,-81,19
-73,-81,21
-73,-81,23
-73,-81,25
-73,-81,27
-73,-81,29
-73,-81,31
-73,-81,33
-73,-81,35
-73,-81,37
-73,-81,39
-73,-81,41
-73,-81,43
-73,-81,45
-73,-81,47
-73,-81,49
-73,-81,51
-73,-81,53
-73,-81,55
-73,-81,57
-73,-81,59
-73,-81,61
-73,-81,63
-73,-81,65
-73,-81,67
-73,-81,69
-73,-81,71
-73,-79,-21
-73,-79,-19
-73,-79,-17
-73,-79,-15
-73,-79,-13
-73,-79,-11
-73,-79,-9
-73,-79,-7
-73,-79,-5
-73,-79,-3
-73,-79,-1
-73,-79,1
-73,-79,3
-73,-79,5
-73,-79,7
-73,-79,9
-73,-79,11
-73,-79,13
-73,-79,15
-73,-79,17
-73,-79,19
-73,-79,21
-73,-79,23
-73,-79,25
-73,-79,27
-73,-79,29
-73,-79,31
-73,-79,33
-73,-79,35
-73,-79,37
-73,-79,39
-73,-79,41
-73,-79,43
-73,-79,45
-73,-79,47
-73,-79,49
-73,-79,51
-73,-79,53
-73,-79,55
-73,-79,57
-73,-79,59
-73,-79,61
-73,-79,63
-73,-79,65
-73,-79,67
-73,-79,69
-73,-79,71
-73,-77,-21
-73,-77,-19
-73,-77,-17
-73,-77,-15
-73,-77,-13
-73,-77,-11
-73,-77,-9
-73,-77,-7
-73,-77,-5
-73,-77,-3
-73,-77,-1
-73,-77,1
-73,-77,3
-73,-77,5
-73,-77,7
-73,-77,9
-73,-77,11
-73,-77,13
-73,-77,15
-73,-77,17
-73,-77,19
-73,-77,21
-73,-77,23
-73,-77,25
-73,-77,27
-73,-77,29
-73,-77,31
-73,-77,33
-73,-77,35
-73,-77,37
-73,-77,39
-73,-77,41
-73,-77,43
-73,-77,45
-73,-77,47
-73,-77,49
-73,-77,51
-73,-77,53
-73,-77,55
-73,-77,57
-73,-77,59
-73,-77,61
-73,-77,63
-73,-77,65
-73,-77,67
-73,-77,69
-73,-77,71
-73,-75,-21
-73,-75,-19
-73,-75,-17
-73,-75,-15
-73,-75,-13
-73,-75,-11
-73,-75,-9
-73,-75,-7
-73,-75,-5
-73,-75,-3
-73,-75,-1
-73,-75,1
-73,-75,3
-73,-75,5
-73,-75,7
-73,-75,9
-73,-75,11
-73,-75,13
-73,-75,15
-73,-75,17
-73,-75,19
-73,-75,21
-73,-75,23
-73,-75,25
-73,-75,27
-73,-75,29
-73,-75,31
-73,-75,33
-73,-75,35
-73,-75,37
-73,-75,39
-73,-75,41
-73,-75,43
-73,-75,45
-73,-75,47
-73,-75,49
-73,-75,51
-73,-75,53
-73,-75,55
-73,-75,57
-73,-75,59
-73,-75,61
-73,-75,63
-73,-75,65
-73,-75,67
-73,-75,69
-73,-75,71
-73,-73,-21
-73,-73,-19
-73,-73,-17
-73,-73,-15
-73,-73,-13
-73,-73,-11
-73,-73,-9
-73,-73,-7
-73,-73,-5
-73,-73,-3
-73,-73,-1
-73,-73,1
-73,-73,3
-73,-73,5
-73,-73,7
-73,-73,9
-73,-73,11
-73,-73,13
-73,-73,15
-73,-73,17
-73,-73,19
-73,-73,21
-73,-73,23
-73,-73,25
-73,-73,27
-73,-73,29
-73,-73,31
-73,-73,33
-73,-73,35
-73,-73,37
-73,-73,39
-73,-73,41
-73,-73,43
-73,-73,45
-73,-73,47
-73,-73,49
-73,-73,51
-73,-73,53
-73,-73,55
-73,-73,57
-73,-73,59
-73,-73,61
-73,-73,63
-73,-73,65
-73,-73,67
-73,-73,69
-73,-73,71
-73,-71,-21
-73,-71,-19
